이름,가격,설명 이미지,원산지,상품 상태,생산자&수입자,할인율,리뷰 평점,배송료,상품사진1,상품사진2,상품사진3
[경북농협] 망고향이 은은하게 퍼지는 상주 사벌농협 샤인머스켓 2kg,23000,https://red.lotteon.com/goodsdetail?view=type1-raw&model=itemdetail%2FLO%2F19%2F87%2F81%2F84%2F62%2FDSCRP_LO1987818462,한국,새상품,상품상세참조,20,5.0,0,https://contents.lotteon.com/itemimage/_v162753/LO/19/87/81/84/62/_1/98/78/18/46/3/LO1987818462_1987818463_1.jpg/dims/resizef/554X554,https://contents.lotteon.com/itemimage/_v162753/LO/19/87/81/84/62/_1/98/78/18/46/3/LO1987818462_1987818463_2.jpg/dims/resizef/554X554,https://contents.lotteon.com/itemimage/_v162753/LO/19/87/81/84/62/_1/98/78/18/46/3/LO1987818462_1987818463_3.jpg/dims/resizef/554X554
